date,map_views,search_views,directions,call_clicks,website_clicks,average_rating,review_count_change,review_count_by_rating_1,review_count_by_rating_2,review_count_by_rating_3,review_count_by_rating_4,review_count_by_rating_5
2025-01-01,727,414,62,9,117,0,0,0,0,0,0,0
2025-01-02,1115,619,120,19,213,0,0,0,0,0,0,0
2025-01-03,1133,617,150,7,168,5,1,0,0,0,0,1
2025-01-04,1029,536,228,12,168,3,1,0,0,1,0,0
2025-01-05,734,407,170,21,108,0,0,0,0,0,0,0
2025-01-06,508,250,85,5,57,0,0,0,0,0,0,0
2025-01-07,572,258,93,5,41,0,0,0,0,0,0,0
2025-01-08,423,267,80,4,35,3,2,0,0,2,0,0
2025-01-09,454,246,82,1,41,0,0,0,0,0,0,0
2025-01-10,389,238,78,4,46,0,0,0,0,0,0,0
2025-01-11,752,415,131,4,104,0,0,0,0,0,0,0
2025-01-12,1032,596,213,13,129,1,1,1,0,0,0,0
2025-01-13,756,515,168,14,124,4,1,0,0,0,1,0
2025-01-14,475,276,61,6,37,0,0,0,0,0,0,0
2025-01-15,517,244,90,2,54,0,0,0,0,0,0,0
2025-01-16,508,297,93,4,44,0,0,0,0,0,0,0
2025-01-17,603,354,117,6,66,0,0,0,0,0,0,0
2025-01-18,1000,515,249,7,117,0,0,0,0,0,0,0
2025-01-19,1152,595,270,7,146,3.5,2,0,0,1,1,0
2025-01-20,592,298,100,2,57,0,0,0,0,0,0,0
2025-01-21,635,301,113,1,55,0,0,0,0,0,0,0
2025-01-22,634,351,113,7,68,4,1,0,0,0,1,0
2025-01-23,597,303,87,1,64,0,0,0,0,0,0,0
2025-01-24,718,351,113,2,91,0,0,0,0,0,0,0
2025-01-25,987,525,245,5,129,5,1,0,0,0,0,1
2025-01-26,1086,683,252,6,120,5,1,0,0,0,0,1
2025-01-27,611,338,121,2,53,3,1,0,0,1,0,0
2025-01-28,629,319,121,5,57,0,0,0,0,0,0,0
2025-01-29,589,277,89,3,61,0,0,0,0,0,0,0
2025-01-30,542,297,67,6,53,0,0,0,0,0,0,0
2025-01-31,572,269,121,8,70,0,0,0,0,0,0,0
2025-02-01,1366,495,450,11,189,0,0,0,0,0,0,0
2025-02-02,981,532,261,3,137,3,1,0,0,1,0,0
2025-02-03,605,256,118,1,59,0,0,0,0,0,0,0
2025-02-04,781,351,115,11,69,0,0,0,0,0,0,0
2025-02-05,655,282,107,4,62,0,0,0,0,0,0,0
2025-02-06,581,289,93,5,69,3,1,0,0,1,0,0
2025-02-07,541,245,83,2,33,3,1,0,0,1,0,0
2025-02-08,719,307,119,7,63,4,1,0,0,0,1,0
2025-02-09,804,358,119,3,84,3.5,2,0,0,1,1,0
2025-02-10,579,350,100,4,78,0,0,0,0,0,0,0
2025-02-11,844,474,199,18,97,4,1,0,0,0,1,0
2025-02-12,571,312,102,4,66,5,1,0,0,0,0,1
2025-02-13,593,266,126,4,75,0,0,0,0,0,0,0
2025-02-14,643,336,168,3,83,5,1,0,0,0,0,1
2025-02-15,928,544,240,8,131,2,1,0,1,0,0,0
2025-02-16,1050,434,234,8,146,4,1,0,0,0,1,0
2025-02-17,606,296,123,9,59,5,1,0,0,0,0,1
2025-02-18,572,231,91,7,62,3.67,3,0,0,2,0,1
2025-02-19,419,276,108,6,57,5,1,0,0,0,0,1
2025-02-20,542,218,104,4,76,4,1,0,0,0,1,0
2025-02-21,500,310,115,8,99,0,0,0,0,0,0,0
2025-02-22,704,350,205,15,129,5,1,0,0,0,0,1
2025-02-23,900,329,255,15,213,4,2,0,0,1,0,1
2025-02-24,816,403,166,27,181,3.5,2,0,1,0,0,1
2025-02-25,645,346,119,2,72,0,0,0,0,0,0,0
2025-02-26,715,367,143,7,73,5,1,0,0,0,0,1
2025-02-27,600,362,150,3,82,0,0,0,0,0,0,0
2025-02-28,427,439,171,6,111,0,0,0,0,0,0,0
2025-03-01,859,634,294,9,139,3,1,0,0,1,0,0
2025-03-02,1136,728,257,11,149,3,1,0,0,1,0,0
2025-03-03,601,334,136,4,69,0,0,0,0,0,0,0
2025-03-04,621,381,114,1,69,3.5,2,0,1,0,0,1
2025-03-05,605,409,104,3,82,0,0,0,0,0,0,0
2025-03-06,644,363,131,11,84,0,0,0,0,0,0,0
2025-03-07,768,453,171,5,111,0,0,0,0,0,0,0
2025-03-08,1129,640,346,4,165,0,0,0,0,0,0,0
2025-03-09,1194,710,353,13,170,5,1,0,0,0,0,1
2025-03-10,685,406,141,6,77,4.5,2,0,0,0,1,1
2025-03-11,738,435,153,5,91,0,0,0,0,0,0,0
2025-03-12,766,445,154,5,87,5,1,0,0,0,0,1
