date,map_views,search_views,directions,call_clicks,website_clicks,average_rating,review_count_change,review_count_by_rating_1,review_count_by_rating_2,review_count_by_rating_3,review_count_by_rating_4,review_count_by_rating_5
2025-01-01,0,3,1,0,1,0,0,0,0,0,0,0
2025-01-02,8,5,3,0,0,0,0,0,0,0,0,0
2025-01-03,2,4,4,0,0,0,0,0,0,0,0,0
2025-01-04,9,11,0,0,0,0,0,0,0,0,0,0
2025-01-05,6,14,0,0,2,0,0,0,0,0,0,0
2025-01-06,5,18,0,1,0,0,0,0,0,0,0,0
2025-01-07,4,17,1,0,0,0,0,0,0,0,0,0
2025-01-08,8,9,3,0,0,0,0,0,0,0,0,0
2025-01-09,4,9,0,0,0,0,0,0,0,0,0,0
2025-01-10,4,14,0,2,0,0,0,0,0,0,0,0
2025-01-11,2,6,0,0,0,0,0,0,0,0,0,0
2025-01-12,5,8,0,0,2,0,0,0,0,0,0,0
2025-01-13,2,2,0,2,0,0,0,0,0,0,0,0
2025-01-14,4,15,0,0,0,0,0,0,0,0,0,0
2025-01-15,5,13,1,4,1,0,0,0,0,0,0,0
2025-01-16,3,18,0,1,0,0,0,0,0,0,0,0
2025-01-17,2,15,1,0,0,0,0,0,0,0,0,0
2025-01-18,3,9,0,0,1,0,0,0,0,0,0,0
2025-01-19,2,15,1,2,2,0,0,0,0,0,0,0
2025-01-20,3,13,0,0,3,0,0,0,0,0,0,0
2025-01-21,6,16,2,2,0,0,0,0,0,0,0,0
2025-01-22,5,2,0,0,0,0,0,0,0,0,0,0
2025-01-23,5,9,7,1,1,0,0,0,0,0,0,0
2025-01-24,5,3,3,0,0,0,0,0,0,0,0,0
2025-01-25,4,10,0,2,0,0,0,0,0,0,0,0
2025-01-26,4,6,0,0,0,0,0,0,0,0,0,0
2025-01-27,3,17,0,0,1,0,0,0,0,0,0,0
2025-01-28,7,7,4,1,0,0,0,0,0,0,0,0
2025-01-29,6,8,0,0,0,0,0,0,0,0,0,0
2025-01-30,4,10,0,0,1,0,0,0,0,0,0,0
2025-01-31,2,10,5,1,0,0,0,0,0,0,0,0
2025-02-01,6,11,3,0,2,0,0,0,0,0,0,0
2025-02-02,5,8,2,0,0,0,0,0,0,0,0,0
2025-02-03,12,15,0,1,0,0,0,0,0,0,0,0
2025-02-04,9,15,0,2,0,0,0,0,0,0,0,0
2025-02-05,11,9,0,1,0,0,0,0,0,0,0,0
2025-02-06,7,11,3,1,2,0,0,0,0,0,0,0
2025-02-07,7,12,0,1,1,0,0,0,0,0,0,0
2025-02-08,7,9,2,0,1,0,0,0,0,0,0,0
2025-02-09,7,6,0,0,0,0,0,0,0,0,0,0
2025-02-10,11,9,4,1,0,0,0,0,0,0,0,0
2025-02-11,5,11,0,0,0,0,0,0,0,0,0,0
